"emp_no","first_name","last_name","title","from_date","to_date"
34253,"Temple","Holburn","Engineer","1996-08-27","9999-01-01"
34265,"Mihalis","Tsunoo","Senior Staff","2001-05-20","9999-01-01"
34265,"Mihalis","Tsunoo","Staff","1995-05-21","2001-05-20"
34271,"Insup","Alpin","Staff","1999-02-05","9999-01-01"
34285,"Juichirou","Rande","Senior Engineer","1998-06-22","9999-01-01"
34288,"Magdalena","Ramaiah","Engineer","1995-02-20","2001-02-19"
34288,"Magdalena","Ramaiah","Senior Engineer","2001-02-19","9999-01-01"
34341,"Shuji","Brookman","Staff","1997-06-15","9999-01-01"
34359,"Tsuneo","Baer","Senior Staff","1998-08-14","9999-01-01"
34361,"Torsten","Kalorkoti","Senior Staff","1996-09-13","9999-01-01"
34363,"Shem","Codenie","Engineer","1997-05-29","2002-05-29"
34363,"Shem","Codenie","Senior Engineer","2002-05-29","9999-01-01"
34380,"Aloys","Showalter","Staff","1997-07-08","9999-01-01"
34403,"Hilary","Gilg","Staff","1997-12-20","9999-01-01"
34408,"Renny","Lunt","Engineer","1999-07-12","9999-01-01"
34414,"Tianruo","Oxenboll","Engineer","1997-12-04","9999-01-01"
34415,"Kazuhisa","Pulkowski","Engineer","1998-06-28","9999-01-01"
34424,"Debaprosad","Basart","Staff","1999-03-29","9999-01-01"
34427,"Freyja","Pardalos","Staff","1999-05-22","9999-01-01"
34444,"Sailaja","Alpin","Engineer","1999-07-06","9999-01-01"
34450,"Vitali","Penttonen","Staff","1999-08-10","9999-01-01"
34454,"Danai","Kugler","Senior Engineer","1996-07-06","9999-01-01"
34457,"Suebskul","Felcyn","Staff","1998-11-29","9999-01-01"
34465,"Marek","Unni","Senior Staff","1998-10-28","9999-01-01"
34470,"Heeju","Woycyznski","Engineer","1995-01-14","2002-01-14"
34470,"Heeju","Woycyznski","Senior Engineer","2002-01-14","9999-01-01"
34477,"Nimmagadda","Morton","Senior Staff","1997-06-23","9999-01-01"
34492,"Sachin","Plump","Staff","1998-04-22","9999-01-01"
34498,"Goncalo","Hammerschmidt","Engineer","1997-04-18","9999-01-01"
34504,"Tadahiko","Fortenbacher","Staff","1998-10-02","9999-01-01"
34543,"Aris","Fordan","Engineer","1995-01-18","2002-01-18"
34543,"Aris","Fordan","Senior Engineer","2002-01-18","9999-01-01"
34545,"Mariangiola","Radivojevic","Senior Engineer","1997-12-24","9999-01-01"
34557,"Junsik","Alvarado","Engineer","1995-08-09","2001-08-08"
34557,"Junsik","Alvarado","Senior Engineer","2001-08-08","9999-01-01"
34561,"Bojan","Farrar","Senior Staff","1995-12-07","9999-01-01"
34565,"Kaijung","Gadepally","Engineer","1996-05-06","9999-01-01"
34591,"Odysseas","Vitiello","Staff","1998-08-09","9999-01-01"
34598,"Itzchak","Butterworth","Senior Staff","2002-05-25","9999-01-01"
34598,"Itzchak","Butterworth","Staff","1995-05-25","2002-05-25"
34607,"Shaw","Gimarc","Engineer","1999-06-25","9999-01-01"
34615,"Zita","Mukaidono","Engineer","1998-09-03","9999-01-01"
34620,"Spyrose","Roccetti","Assistant Engineer","1995-08-27","9999-01-01"
34623,"Qingxiang","Sabnani","Staff","1999-04-21","9999-01-01"
34624,"Maia","Borstler","Senior Staff","1999-02-18","9999-01-01"
34662,"Heeju","Molenkamp","Engineer","1996-07-06","2002-07-06"
34662,"Heeju","Molenkamp","Senior Engineer","2002-07-06","9999-01-01"
34668,"Sachin","Szemeredi","Engineer","1999-10-05","9999-01-01"
34672,"Mabry","Krupka","Engineer","1995-10-11","9999-01-01"
34696,"Odinaldo","Standera","Engineer","1998-10-20","9999-01-01"
34697,"Raimond","Sommer","Assistant Engineer","1996-04-25","2001-04-25"
34697,"Raimond","Sommer","Engineer","2001-04-25","9999-01-01"
34717,"Reinhold","Khalil","Engineer","1997-04-27","2002-04-27"
34717,"Reinhold","Khalil","Senior Engineer","2002-04-27","9999-01-01"
34720,"Masamitsu","Narlikar","Engineer","1996-05-13","2002-05-13"
34720,"Masamitsu","Narlikar","Senior Engineer","2002-05-13","9999-01-01"
34736,"Rosli","Gerlach","Technique Leader","1997-03-18","9999-01-01"
34739,"Arra","Collavizza","Staff","1998-08-03","9999-01-01"
34746,"Ranga","Alencar","Engineer","1996-05-10","9999-01-01"
34760,"Tsz","Auyong","Engineer","1995-09-22","9999-01-01"
34772,"Pramod","Strandh","Staff","1996-11-01","9999-01-01"
34776,"Gilbert","Stellhorn","Senior Staff","2001-05-25","9999-01-01"
34776,"Gilbert","Stellhorn","Staff","1995-05-26","2001-05-25"
34779,"Godehard","Fairtlough","Engineer","1997-04-29","9999-01-01"
34799,"Greger","Mellouli","Senior Engineer","1995-04-14","9999-01-01"
34808,"Weiwu","Besancenot","Senior Staff","2001-07-14","9999-01-01"
34808,"Weiwu","Besancenot","Staff","1996-07-14","2001-07-14"
34811,"Arumugam","Jarecki","Staff","1995-07-09","9999-01-01"
34832,"Florina","Mullainathan","Staff","1998-07-28","9999-01-01"
34841,"Lijia","Tempesti","Engineer","1998-04-14","9999-01-01"
34851,"Sajjan","Ranta","Engineer","1996-03-17","2001-03-17"
34851,"Sajjan","Ranta","Senior Engineer","2001-03-17","9999-01-01"
34858,"Yuichiro","Feldmann","Engineer","1999-04-03","9999-01-01"
34876,"Alain","Kilgore","Senior Engineer","1996-01-31","9999-01-01"
34879,"Tsutomu","Anguita","Staff","1999-01-18","9999-01-01"
34895,"Przemyslawa","Crouzet","Senior Engineer","1996-07-30","9999-01-01"
34896,"Kotesh","Herath","Senior Engineer","1997-03-03","9999-01-01"
34900,"Radhakrishnan","Matteis","Senior Staff","1995-06-16","9999-01-01"
34926,"Gift","Klassen","Engineer","1997-09-24","9999-01-01"
34931,"Susumu","Yeung","Senior Engineer","1996-12-22","9999-01-01"
34939,"DeForest","Prenel","Staff","1996-11-05","9999-01-01"
34944,"Guoxiang","Sanella","Engineer","1996-06-05","2001-06-05"
34944,"Guoxiang","Sanella","Senior Engineer","2001-06-05","9999-01-01"
34964,"Bojan","Zwicker","Staff","1998-04-26","9999-01-01"
34971,"Ayonca","Marshall","Senior Engineer","1999-09-07","9999-01-01"
34973,"Shuji","Gunderson","Senior Staff","2001-06-28","9999-01-01"
34973,"Shuji","Gunderson","Staff","1995-06-29","2001-06-28"
34974,"Bokyung","Restivo","Senior Staff","1997-02-25","9999-01-01"
34975,"Takahiro","Geffroy","Senior Engineer","1997-12-18","9999-01-01"
34982,"Yongdong","Yoshizawa","Engineer","1999-04-04","9999-01-01"
34992,"Peternela","Khalid","Engineer","1996-02-29","9999-01-01"
35003,"Miomir","Rajala","Staff","1997-12-02","9999-01-01"
35015,"Shuji","Klyachko","Staff","1995-04-01","9999-01-01"
35019,"Conal","Chaudhuri","Staff","1998-12-24","9999-01-01"
35021,"Jackson","Schlenzig","Engineer","1995-10-24","9999-01-01"
35029,"Adam","Picel","Engineer","1997-02-26","9999-01-01"
35068,"Dines","Melichar","Engineer","1998-07-07","9999-01-01"
35076,"Brewster","Falco","Senior Staff","2000-01-10","9999-01-01"
35091,"Christoper","Hinsberger","Technique Leader","1998-02-21","9999-01-01"
35108,"Georgi","Dratva","Staff","1998-02-05","9999-01-01"
35124,"JiYoung","Speckmann","Engineer","1998-08-10","9999-01-01"
35127,"Naftali","Pagter","Senior Staff","1997-11-14","9999-01-01"
35130,"Aria","Baig","Senior Engineer","1999-03-02","9999-01-01"
35133,"Alain","Pokrovskii","Senior Staff","1996-02-25","9999-01-01"
35174,"Tiina","Hmelo","Engineer","1997-07-09","2002-07-09"
35174,"Tiina","Hmelo","Senior Engineer","2002-07-09","9999-01-01"
35176,"Jiafu","Wilharm","Senior Staff","1999-01-21","9999-01-01"
35185,"Junichi","Lanteri","Senior Staff","2001-12-25","9999-01-01"
35185,"Junichi","Lanteri","Staff","1995-12-26","2001-12-25"
35188,"Adel","Lund","Engineer","1995-05-14","2002-05-14"
35188,"Adel","Lund","Senior Engineer","2002-05-14","9999-01-01"
35193,"Navin","Liedekerke","Senior Staff","2002-06-03","9999-01-01"
35193,"Navin","Liedekerke","Staff","1996-06-03","2002-06-03"
35197,"Tonny","Krohm","Engineer","1996-12-21","2001-12-21"
35197,"Tonny","Krohm","Senior Engineer","2001-12-21","9999-01-01"
35203,"Tadanori","Schoegge","Technique Leader","1998-09-27","9999-01-01"
35204,"Vasiliy","Crouzet","Assistant Engineer","1998-01-20","9999-01-01"
35210,"Prodip","Gecsel","Senior Staff","1995-10-20","9999-01-01"
35224,"Zeljko","Schrift","Staff","1996-06-12","9999-01-01"
35250,"Zissis","Servieres","Senior Staff","1998-05-13","9999-01-01"
35275,"Sashi","Baar","Engineer","1998-08-14","9999-01-01"
35288,"Iara","McClurg","Staff","1999-06-29","9999-01-01"
35292,"Chaoyi","Perna","Assistant Engineer","1996-12-12","9999-01-01"
35293,"Yagil","Murtha","Staff","1995-06-16","9999-01-01"
35302,"Sukumar","Aseltine","Engineer","1999-02-12","9999-01-01"
35306,"Tadanori","Aseltine","Engineer","1998-04-25","9999-01-01"
35307,"Alassane","Badache","Senior Engineer","1995-02-27","9999-01-01"
35310,"Moon","Zobel","Staff","2000-01-02","9999-01-01"
35357,"Yucel","Rousseau","Engineer","1995-03-27","2001-03-26"
35357,"Yucel","Rousseau","Senior Engineer","2001-03-26","9999-01-01"
35378,"Gully","Rissland","Assistant Engineer","1995-06-07","9999-01-01"
35388,"Gopalakrishnan","Merle","Staff","1998-04-01","9999-01-01"
35395,"JoAnna","Brookner","Engineer","1997-09-26","9999-01-01"
35397,"Kazuhira","Slobodova","Senior Staff","2000-09-12","9999-01-01"
35397,"Kazuhira","Slobodova","Staff","1995-09-13","2000-09-12"
35401,"Takahito","Ramamoorthy","Engineer","1996-07-19","2002-07-19"
35401,"Takahito","Ramamoorthy","Senior Engineer","2002-07-19","9999-01-01"
35403,"Murthy","Osgood","Senior Engineer","1998-05-12","9999-01-01"
35408,"Hironoby","Farrel","Senior Staff","2002-01-23","9999-01-01"
35408,"Hironoby","Farrel","Staff","1997-01-23","2002-01-23"
35412,"Kenroku","Yemenis","Staff","1998-08-26","9999-01-01"
35432,"Chenyi","Willoner","Engineer","1998-11-19","9999-01-01"
35435,"Irene","Nitta","Senior Engineer","1995-03-19","9999-01-01"
35461,"Fay","Schiettecatte","Engineer","1995-06-13","2001-06-12"
35461,"Fay","Schiettecatte","Senior Engineer","2001-06-12","9999-01-01"
35469,"Mingdong","Shumilov","Assistant Engineer","1998-06-06","9999-01-01"
35473,"Arno","Schoegge","Senior Staff","1995-08-10","9999-01-01"
35474,"Katsuo","Guting","Staff","1998-12-20","9999-01-01"
35478,"Yoshinari","Skafidas","Senior Staff","2002-01-26","9999-01-01"
35478,"Yoshinari","Skafidas","Staff","1995-01-26","2002-01-26"
35480,"Mansur","Ranta","Engineer","1998-06-17","9999-01-01"
35509,"Nikolaus","Journel","Staff","1998-10-07","9999-01-01"
35522,"Nathalie","Plotkin","Engineer","1995-12-31","9999-01-01"
35525,"Aran","Oehlmann","Senior Engineer","1995-09-10","9999-01-01"
35526,"Claude","McFarlin","Senior Staff","2002-02-19","9999-01-01"
35526,"Claude","McFarlin","Staff","1996-02-20","2002-02-19"
35551,"Gererd","Zambonelli","Senior Engineer","1997-12-10","9999-01-01"
35553,"Sahrah","Masand","Assistant Engineer","1997-03-14","9999-01-01"
35568,"Mountaz","Munro","Senior Staff","1997-12-30","9999-01-01"
35577,"Kayoko","Schreiter","Engineer","1999-02-02","9999-01-01"
35579,"Jaber","Gulla","Engineer","1995-02-03","9999-01-01"
35590,"Kankanahalli","Bergere","Assistant Engineer","1998-04-04","9999-01-01"
35591,"Dinkar","Khasidashvili","Senior Engineer","1997-01-22","9999-01-01"
35594,"Sreenivas","Ramalingam","Senior Staff","2000-02-03","9999-01-01"
35594,"Sreenivas","Ramalingam","Staff","1995-02-03","2000-02-03"
35638,"Bodo","Munro","Staff","1996-05-06","9999-01-01"
35660,"Tetsushi","Brodie","Staff","1995-07-26","9999-01-01"
35671,"Manibrata","Kroon","Senior Engineer","2000-01-01","9999-01-01"
35673,"Mack","Kalsbeek","Engineer","1997-12-08","9999-01-01"
35674,"Ulf","Vendrig","Staff","1998-08-03","9999-01-01"
35692,"Tsutomu","McClurg","Assistant Engineer","1996-06-19","2002-06-19"
35692,"Tsutomu","McClurg","Engineer","2002-06-19","9999-01-01"
35694,"Sverrir","Oehlmann","Engineer","1998-11-21","9999-01-01"
35709,"Ulises","Lueh","Staff","1999-02-28","9999-01-01"
35743,"Reinhard","Solares","Engineer","1997-04-28","2002-04-28"
35743,"Reinhard","Solares","Senior Engineer","2002-04-28","9999-01-01"
35760,"Xinglin","Rathonyi","Engineer","1995-07-06","2002-07-06"
35760,"Xinglin","Rathonyi","Senior Engineer","2002-07-06","9999-01-01"
35811,"Leni","Esposito","Engineer","1995-02-20","2000-02-20"
35811,"Leni","Esposito","Senior Engineer","2000-02-20","9999-01-01"
35813,"Gay","Bardell","Technique Leader","1998-07-17","9999-01-01"
35822,"Pasqua","Etalle","Engineer","1998-11-06","9999-01-01"
35828,"Aluzio","Bernini","Technique Leader","1995-02-21","9999-01-01"
35845,"Srinidhi","Broder","Senior Staff","1998-04-21","9999-01-01"
35871,"Toong","Brendel","Engineer","1995-08-13","9999-01-01"
35896,"Shigeu","Pezzoli","Engineer","1997-11-16","9999-01-01"
35897,"Poorav","Baaz","Staff","1996-08-16","9999-01-01"
35898,"Olivera","Jiang","Staff","1997-12-20","9999-01-01"
35914,"Ranga","Chiola","Senior Staff","2001-04-15","9999-01-01"
35914,"Ranga","Chiola","Staff","1995-04-16","2001-04-15"
35932,"Annemarie","Zuberek","Senior Staff","1997-05-23","9999-01-01"
35938,"Mayuri","Woycyznski","Senior Staff","1995-03-04","9999-01-01"
35944,"Basant","Zambonelli","Senior Engineer","1998-11-09","9999-01-01"
35962,"Paris","Felder","Staff","1998-06-09","9999-01-01"
35970,"Huiqun","Hockney","Engineer","1995-06-30","2000-06-29"
35970,"Huiqun","Hockney","Senior Engineer","2000-06-29","9999-01-01"
35976,"Hongzue","Fujisaki","Staff","1998-01-21","9999-01-01"
35996,"Huiqun","Lieblein","Senior Engineer","1997-06-17","9999-01-01"
36012,"Krisda","Pews","Senior Staff","1996-01-14","9999-01-01"
36014,"Zhonghua","Peac","Staff","1998-07-20","9999-01-01"
36029,"Candida","Hatcliff","Engineer","1999-08-20","9999-01-01"
36057,"Alexius","Koblick","Staff","1999-01-19","9999-01-01"
36074,"Toong","Rahier","Engineer","1997-08-23","9999-01-01"
36076,"Yuchang","Farrag","Staff","1996-04-17","9999-01-01"
36083,"King","Kaltofen","Engineer","1995-01-26","2001-01-25"
36083,"King","Kaltofen","Senior Engineer","2001-01-25","9999-01-01"
36084,"Adin","Swen","Engineer","2000-01-01","9999-01-01"
36087,"Youpyo","Percebois","Senior Engineer","1997-05-01","9999-01-01"
36089,"Takahira","Garigliano","Senior Engineer","1999-10-18","9999-01-01"
36107,"Tesuya","Feldmann","Engineer","1995-09-19","2000-09-18"
36107,"Tesuya","Feldmann","Senior Engineer","2000-09-18","9999-01-01"
36120,"Marin","Hutton","Assistant Engineer","1997-07-06","9999-01-01"
36126,"Marke","Rusmann","Engineer","1998-07-16","9999-01-01"
36136,"Sadok","Oxman","Engineer","1998-05-26","9999-01-01"
36157,"Subhash","Hennings","Senior Staff","2002-05-27","9999-01-01"
36157,"Subhash","Hennings","Staff","1997-05-27","2002-05-27"
36167,"Mart","Murtafg","Senior Engineer","1997-07-28","9999-01-01"
36177,"Xinglin","Fontan","Engineer","1997-05-17","9999-01-01"
36185,"Mayuko","Thummel","Staff","1998-10-09","9999-01-01"
36188,"Cheong","Hiyoshi","Staff","1998-10-18","9999-01-01"
36204,"Irene","Munck","Staff","1997-09-29","9999-01-01"
36208,"Greger","Cooke","Engineer","1997-09-25","9999-01-01"
36228,"JiYoung","Cronin","Assistant Engineer","1998-03-13","9999-01-01"
36238,"Marlo","Baca","Staff","1997-12-03","9999-01-01"
36244,"Gift","Hoppenstand","Staff","1997-06-30","9999-01-01"
36249,"Atreyi","Hasham","Engineer","1999-11-15","9999-01-01"
36263,"Oddvar","Perez","Senior Engineer","1997-06-06","9999-01-01"
36264,"Sariel","Aamodt","Staff","1998-05-06","9999-01-01"
36274,"Younwoo","Gihr","Staff","1996-09-06","9999-01-01"
36275,"Hairong","Chaudhuri","Engineer","1995-06-19","2000-06-18"
36275,"Hairong","Chaudhuri","Senior Engineer","2000-06-18","9999-01-01"
36284,"Guther","Camarinopoulos","Staff","1995-08-06","9999-01-01"
36301,"Takanari","Wendorf","Staff","1995-05-02","9999-01-01"
36307,"Sreenivas","Yoshizawa","Staff","1998-05-01","9999-01-01"
36324,"Jingling","Chandrasekhar","Engineer","1997-09-26","9999-01-01"
36352,"Djelloul","Picht","Engineer","1995-09-04","9999-01-01"
36353,"Nahum","Hutter","Engineer","1998-02-08","9999-01-01"
36354,"Manu","Kaiserswerth","Staff","1995-04-23","9999-01-01"
36364,"Adil","Gimbel","Staff","1997-11-27","9999-01-01"
36378,"Shir","Trystram","Senior Engineer","1996-12-20","9999-01-01"
36383,"Gudjon","Krogh","Senior Staff","1998-01-24","9999-01-01"
36388,"Kensei","Tramer","Senior Staff","1999-06-26","9999-01-01"
36406,"Sanjay","Hinsberger","Engineer","1996-05-20","2002-05-20"
36406,"Sanjay","Hinsberger","Senior Engineer","2002-05-20","9999-01-01"
36415,"Adam","Ossenbruggen","Senior Engineer","1995-06-19","9999-01-01"
36424,"Morrie","Nooteboom","Staff","1996-11-30","9999-01-01"
36426,"Kendra","Streng","Senior Staff","1998-05-11","9999-01-01"
36451,"Karlis","Ghelli","Engineer","1998-03-05","9999-01-01"
36464,"Conor","Schlenzig","Engineer","1996-06-15","9999-01-01"
36469,"Miyeon","Basagni","Assistant Engineer","1996-09-04","9999-01-01"
36476,"Weiye","Bugrara","Staff","1996-07-07","9999-01-01"
36490,"Xiaobin","Danley","Senior Staff","1998-04-01","9999-01-01"
36492,"Tadanori","Akazan","Staff","1997-10-28","9999-01-01"
36493,"Etsuo","Vecchio","Senior Staff","2000-11-11","9999-01-01"
36493,"Etsuo","Vecchio","Staff","1995-11-12","2000-11-11"
36527,"Kersti","Joslin","Engineer","1995-08-20","9999-01-01"
36530,"Odoardo","Stasinski","Senior Staff","2000-10-10","9999-01-01"
36530,"Odoardo","Stasinski","Staff","1995-10-11","2000-10-10"
36531,"Paris","Mukaidono","Engineer","1997-01-31","9999-01-01"
36544,"Mabry","Cyre","Staff","1998-02-03","9999-01-01"
36545,"Shim","Pehl","Engineer","1996-03-11","9999-01-01"
36549,"Vesna","Fioravanti","Staff","1999-10-20","9999-01-01"
36559,"Roded","Rabejac","Engineer","1996-11-29","9999-01-01"
36560,"Ramzi","Brender","Senior Engineer","1999-09-24","9999-01-01"
36567,"Insup","Gerteisen","Engineer","1995-03-11","9999-01-01"
36579,"Yurii","Terlouw","Engineer","1995-03-01","2001-02-28"
36579,"Yurii","Terlouw","Senior Engineer","2001-02-28","9999-01-01"
36582,"Xinyu","Schauser","Engineer","1996-07-05","9999-01-01"
36598,"Pranjal","Ducloy","Staff","1998-02-19","9999-01-01"
36608,"Ranan","Zizka","Staff","1998-02-23","9999-01-01"
36665,"Huiqun","Rosin","Engineer","1999-07-20","9999-01-01"
36671,"Lihong","Cronin","Engineer","1999-05-25","9999-01-01"
36674,"Duke","Zeleznik","Engineer","1997-12-15","9999-01-01"
36682,"Geoff","Shobatake","Senior Engineer","1998-06-20","9999-01-01"
36694,"Toshimitsu","Herbst","Engineer","1998-08-13","9999-01-01"
36695,"Jaihie","Daescu","Staff","1997-02-08","9999-01-01"
36696,"Uri","Kropf","Engineer","1995-03-09","2000-03-08"
36696,"Uri","Kropf","Senior Engineer","2000-03-08","9999-01-01"
36703,"Carrsten","Capobianchi","Engineer","1997-05-30","2002-05-30"
36703,"Carrsten","Capobianchi","Senior Engineer","2002-05-30","9999-01-01"
36708,"Siddarth","Heydon","Engineer","1997-09-13","9999-01-01"
36729,"Demin","Szilard","Engineer","1999-01-18","9999-01-01"
36740,"Izaskun","Rodier","Staff","1999-04-19","9999-01-01"
36806,"DAIDA","Claffy","Senior Engineer","1995-03-27","9999-01-01"
36807,"Pramod","Rattan","Senior Staff","1997-10-01","9999-01-01"
36822,"Subhrajyoti","Schauser","Senior Engineer","1995-02-02","9999-01-01"
36823,"Randy","Delgrande","Engineer","1995-01-29","2002-01-29"
36823,"Randy","Delgrande","Senior Engineer","2002-01-29","9999-01-01"
36840,"Persi","Peot","Engineer","1999-03-03","9999-01-01"
36855,"Xuedong","Chartres","Staff","1999-11-23","9999-01-01"
36861,"Haldon","Luiz","Technique Leader","1997-08-28","9999-01-01"
36892,"Hatem","Swab","Technique Leader","1995-05-06","9999-01-01"
36914,"Adit","Erol","Staff","1997-03-20","9999-01-01"
36926,"Lene","Meriste","Staff","1999-01-05","9999-01-01"
36934,"Sudhanshu","Schiettecatte","Staff","1995-02-15","9999-01-01"
36937,"Kellyn","Apsitis","Staff","1998-09-08","9999-01-01"
36946,"Stamatina","Atrawala","Staff","1997-07-11","9999-01-01"
36969,"Aluzio","Rijckaert","Staff","1998-12-26","9999-01-01"
36973,"Taiji","Erman","Senior Staff","2000-08-27","9999-01-01"
36973,"Taiji","Erman","Staff","1995-08-28","2000-08-27"
36983,"Arunas","Makrucki","Senior Engineer","1997-10-08","9999-01-01"
37014,"Toshimori","Radwan","Senior Engineer","1995-10-28","9999-01-01"
37032,"Zorica","Tsukuda","Staff","1996-01-26","9999-01-01"
37041,"Xuedong","Potthoff","Staff","1995-05-18","9999-01-01"
37052,"Zine","Koblitz","Assistant Engineer","1999-01-10","9999-01-01"
37067,"Kristinn","Luft","Assistant Engineer","1996-07-01","9999-01-01"
37109,"Pranjal","Varman","Senior Staff","1998-08-10","9999-01-01"
37111,"Chandrasekaran","Weiland","Technique Leader","1997-10-23","9999-01-01"
37115,"Lillian","Esteva","Engineer","1999-03-03","9999-01-01"
37130,"Kensei","Kobara","Engineer","1999-01-17","9999-01-01"
37134,"Souichi","Krupka","Engineer","1999-07-22","9999-01-01"
37158,"Shen","Gecsei","Engineer","1998-12-25","9999-01-01"
37161,"Munir","Eiron","Senior Staff","1997-10-19","9999-01-01"
37193,"Cathie","Poupard","Senior Staff","2000-07-16","9999-01-01"
37193,"Cathie","Poupard","Staff","1995-07-17","2000-07-16"
37197,"Pranay","Salinas","Engineer","1996-08-07","2001-08-07"
37197,"Pranay","Salinas","Senior Engineer","2001-08-07","9999-01-01"
37198,"Vitali","Milicia","Technique Leader","1995-09-14","9999-01-01"
37211,"Pradeep","Daescu","Engineer","1998-07-22","9999-01-01"
37214,"Bezalel","Peral","Staff","1996-07-02","9999-01-01"
37238,"Nalini","Kalefeld","Engineer","1996-04-13","9999-01-01"
37248,"Rafail","dAstous","Engineer","1995-04-08","9999-01-01"
37257,"Ipke","Marciano","Staff","1995-03-01","9999-01-01"
37283,"Jaideep","Hofmeyr","Senior Engineer","1996-03-23","9999-01-01"
37293,"Jiakeng","Pluym","Engineer","1996-05-03","2001-05-03"
37293,"Jiakeng","Pluym","Senior Engineer","2001-05-03","9999-01-01"
37326,"Mohit","Nanard","Senior Staff","1998-07-12","9999-01-01"
37327,"Marko","Avouris","Senior Engineer","1998-06-30","9999-01-01"
37334,"Mircea","Ventosa","Senior Engineer","1996-10-29","9999-01-01"
37342,"Vesna","Mellouli","Senior Staff","1999-12-29","9999-01-01"
37353,"Wayne","Ghemri","Senior Staff","2002-01-10","9999-01-01"
37353,"Wayne","Ghemri","Staff","1995-01-10","2002-01-10"
37360,"Nevin","Orlowska","Staff","1996-11-26","9999-01-01"
37362,"Sajjad","Setlzner","Senior Staff","1997-03-27","9999-01-01"
37371,"Nevin","Prampolini","Staff","1996-07-01","9999-01-01"
37377,"Rafols","Perry","Technique Leader","1998-01-22","9999-01-01"
37387,"Haldun","Socorro","Staff","1997-06-14","9999-01-01"
37389,"Shuzo","Ghandeharizadeh","Senior Staff","2000-06-01","9999-01-01"
37389,"Shuzo","Ghandeharizadeh","Staff","1995-06-02","2000-06-01"
37392,"Alper","Kalefeld","Technique Leader","1999-01-20","9999-01-01"
37396,"Leszek","Siegrist","Engineer","1995-10-17","9999-01-01"
37403,"Mahmut","Braccini","Staff","1999-05-09","9999-01-01"
37409,"Niranjan","Akaboshi","Senior Staff","2000-10-25","9999-01-01"
37409,"Niranjan","Akaboshi","Staff","1995-10-26","2000-10-25"
37411,"Lene","Arlazarov","Technique Leader","1996-08-16","9999-01-01"
37412,"Hairong","Koyama","Engineer","1999-08-14","9999-01-01"
37433,"Candido","Borstler","Staff","1995-09-05","9999-01-01"
37437,"Ute","Attimonelli","Engineer","1997-05-29","9999-01-01"
37439,"Kerryn","Whitcomb","Engineer","1996-06-26","9999-01-01"
37468,"Gila","Nicolson","Senior Engineer","1998-12-15","9999-01-01"
37470,"Moni","Schwabacher","Technique Leader","1995-11-17","9999-01-01"
37492,"Panayotis","Molberg","Assistant Engineer","1995-09-24","2001-09-23"
37492,"Panayotis","Molberg","Engineer","2001-09-23","9999-01-01"
37503,"Mahendra","Monkewich","Senior Staff","1997-06-24","9999-01-01"
37508,"Nahum","Schwartzburd","Engineer","1998-05-04","9999-01-01"
37509,"Jiong","Cyne","Senior Staff","1997-03-15","9999-01-01"
37520,"Jaihie","Baezner","Staff","1999-11-04","9999-01-01"
37523,"Giordano","Bazelow","Engineer","1996-05-31","2001-05-31"
37523,"Giordano","Bazelow","Senior Engineer","2001-05-31","9999-01-01"
37561,"Fumiko","Lodder","Engineer","1995-05-03","2002-05-03"
37561,"Fumiko","Lodder","Senior Engineer","2002-05-03","9999-01-01"
37578,"Arto","Etalle","Engineer","1997-05-28","9999-01-01"
37589,"True","Spinelli","Engineer","1995-11-16","9999-01-01"
37607,"Toshiko","Serre","Staff","1998-04-24","9999-01-01"
37611,"Vincent","Rodier","Engineer","1999-11-09","9999-01-01"
37615,"Badri","Sgarro","Staff","1998-10-05","9999-01-01"
37632,"Atreye","Candan","Engineer","1997-02-15","9999-01-01"
37633,"Jixiang","Krone","Engineer","1999-06-19","9999-01-01"
37663,"Rimon","Munos","Staff","1998-08-02","9999-01-01"
37676,"Hisao","Lemarechal","Engineer","1998-02-02","9999-01-01"
37697,"Eldridge","Spelt","Engineer","1998-05-23","9999-01-01"
37734,"Khedija","Honiden","Staff","1998-10-18","9999-01-01"
37736,"Claudi","Anandan","Engineer","2000-01-01","9999-01-01"
37755,"Mircea","Fritzsche","Staff","1995-06-08","9999-01-01"
37758,"Hairong","Wilharm","Staff","1998-03-27","9999-01-01"
37763,"Teiji","Fabrizio","Technique Leader","1998-04-08","9999-01-01"
37783,"Mori","Rathonyi","Technique Leader","1996-11-30","9999-01-01"
37798,"Ingmar","Salvesen","Senior Engineer","1997-09-09","9999-01-01"
37799,"Chaoyi","Glinert","Engineer","1998-10-02","9999-01-01"
37803,"Mandell","Eiron","Staff","1996-11-07","9999-01-01"
37828,"Denny","Nastansky","Staff","1998-03-16","9999-01-01"
37885,"Falguni","Comte","Senior Staff","1996-06-20","9999-01-01"
37892,"Bikash","Krybus","Engineer","1999-02-12","9999-01-01"
37897,"Adit","Madeira","Senior Staff","1999-04-18","9999-01-01"
37918,"Adas","Bazzichi","Engineer","1995-03-17","2001-03-16"
37918,"Adas","Bazzichi","Senior Engineer","2001-03-16","9999-01-01"
37919,"Jayesh","Barvinok","Engineer","1998-08-07","9999-01-01"
37934,"Marl","Montemayor","Engineer","1997-09-22","9999-01-01"
37940,"Rafael","Shimshoni","Senior Staff","1996-02-04","9999-01-01"
37954,"Remko","Haraldson","Senior Staff","2000-11-21","9999-01-01"
